id,name,gender
11959,Tessa Davies,0
11983,Alain Resnais,2
11993,Dalton Trumbo,2
11997,Robert Swink,2
12007,Vladimir Nabokov,0
12008,Bob Harris,0
12009,Anthony Harvey,2
12011,William Castle,2
12012,Dona Holloway,1
12013,Krzysztof Komeda,0
12015,Sam O'Steen,2
12016,Bob Wyman,2
12017,Richard Sylbert,2
12018,Joel Schiller,2
12019,Robert Nelson,2
12020,Anthea Sylbert,1
12028,John Moore,2
12031,Peter Veverka,0
12032,Glenn Williamson,2
12033,Jonathan Sela,2
12035,Patrick Lumb,2
12037,Martin Kurel,2
12039,Paki Smith,0
12040,George L. Little,2
12047,Andrew Kevin Walker,2
12048,Phyllis Carlyle,1
12050,Anne Kopelson,1
12051,Gary Wissner,2
12058,Vicky Jenson,1
12061,Roger S.H. Schulman,2
12062,Jeffrey Katzenberg,2
12064,Sharon Globerson,1
12065,Penney Finkelman Cox,1
12066,Sandra Rabins,1
12067,Jane Hartwell,0
12068,Rupert Holmes,0
12070,James Hegedus,2
12071,Guillaume Aretos,0
12072,Douglas Rogers,0
12073,Mike Myers,2
12079,Kelly Asbury,2
12080,Conrad Vernon,2
12081,William Steig,2
12083,Joe Stillman,2
12084,J. David Stem,0
12085,David N. Weiss,2
12087,David Lipman,2
12090,Leslee Feldman,0
12092,Steve Pilcher,2
12095,Cody Cameron,2
12098,Chris Miller,2
12099,Raman Hui,0
12100,Jeffrey Price,2
12101,Peter S. Seaman,2
12105,Jon Zack,0
12106,Aron Warner,0
12107,John H. Williams,2
12112,Douglas Trumbull,2
12113,Deric Washburn,0
12114,Michael Cimino,2
12115,Steven Bochco,2
12116,Michael Gruskoff,2
12118,Peter Schickele,0
12119,Charles F. Wheeler,2
12120,Frank Lombardo,2
12127,Jim Marrs,2
12128,Jim Garrison,0
12130,Zachary Sklar,0
12131,Derek R. Hill,2
12140,Abby Mann,0
12141,Philip Langner,0
12142,Ernest Gold,2
12143,Frederic Knudtson,2
12144,James Lister,0
12145,Jean Louis,2
12146,Jean L. Speak,0
12151,Montgomery Clift,2
12183,Mitsuhisa Ishikawa,0
12184,Shigeru Watanabe,2
12201,Fred Baron,0
12202,Catherine Knapman,0
12203,Christine King,1
12204,Annie Beauchamp,0
12205,Angus Strathie,2
12219,Jon Stewart,2
12227,Willard Carroll,2
12228,Meg Liberman,0
12229,Thomas L. Wilhite,2
12232,Guy East,2
12233,Paul Feldsher,2
12234,Nigel Sinclair,2
12235,Vilmos Zsigmond,2
12236,Irene Forrest,0
12237,Charles Daboub Jr.,0
12238,David Lean,2
12240,Pierre Boulle,2
12241,Malcolm Arnold,2
12242,Jack Hildyard,2
12243,Donald M. Ashton,2
12246,John Cox,2
12247,John W. Mitchell,0
12253,Lorenzo Carcaterra,0
12255,Peter Giuliano,2
12256,Gerrit van der Meer,2
12257,Tim Galvin,2
12258,Beth A. Rubino,1
12264,Léon Barsacq,0
12277,Edmund H. North,2
12279,Leo Tover,2
12288,Robert Evans,2
12291,W. Stewart Campbell,0
12292,Ruby R. Levitt,1
12307,George J. Folsey,2
12320,Karl Vollbrecht,2
12342,Franklin Coen,2
12344,Clifford Stine,0
12346,Alexander Golitzen,0
12349,Julia Heron,1
12350,Rosemary Odell,0
12362,Walter Reisch,2
12365,Konstantin Irmen-Tschet,2
12369,Erich Kettelhut,2
12371,Richard Cetrone,2
12374,David Coatsworth,2
12382,Simon Duggan,2
12383,Chris August,0
12384,Lin MacDonald,1
12388,Luiz Carlos Barreto,0
12401,Gary Kurtz,2
12402,Jan D'Alquen,0
12403,Ron Eveslage,2
12404,Dennis Lynton Clark,0
12405,Douglas Freeman,2
12415,Richard Matheson,2
12431,Carey Loftin,2
12432,Julia Phillips,1
12433,Michael Phillips,2
12435,Shari Rhodes,1
12436,Daniel A. Lomino,2
12437,Phil Abramson,2
12438,Bob Balaban,2
12453,Wong Kar-wai,2
12455,Shigeru Umebayashi,2
12476,Claude Héroux,2
12477,Pierre David,2
12479,Victor Solnicki,2
12480,Angelo Stea,0
12481,Delphine White,0
12491,Patricia Highsmith,0
12495,Ted Haworth,2
12506,Frank Herbert,2
12507,Raffaella De Laurentiis,1
12508,Toto,0
12509,Antony Gibbs,2
12510,Anthony Masters,2
12511,Giorgio Desideri,0
12512,Jorge Sainz,0
12523,Rob Bowman,2
12524,Chris Carter,2
12525,Debra Grieco,1
12526,Avram Butch Kaplan,2
12529,Carlos Cuarón,2
12533,José Antonio García,2
12561,Michael Toji,0
12562,Anna MacKenzie,0
12568,Barbara Munch,1
12572,John W. Micheletos,0
12575,Patrick Loungway,0
12579,Phil Bray,0
12587,Jonathan Fuh,2
12593,Tora Chung,0
12598,Dayton Nietert,0
12611,Rick Stratton,0
12612,Karen Bradley,0
12613,Gretchen Davis,0
12614,Stephan Dupuis,0
12615,Laurel Van Dyke,2
12617,Yvette Rivas,0
12619,Erwin H. Kupitz,0
12624,Niels Mueller,0
12627,Frank Spotnitz,2
12629,Mary Astadourian,0
12631,Lata Ryan,1
12632,Daniel Sackheim,2
12633,Mark Snow,2
12634,Ward Russell,0
12635,Stephen Mark,2
12637,Christopher Nowak,2
12638,Gregory Bolton,0
12639,Hugo Santiago,0
12640,David Duchovny,2
12648,Bob Dolman,2
12649,Nigel Wooll,0
12651,Tim Hutchinson,2
12653,Kim Sinclair,1
12654,Malcolm Stone,0
12667,Kwan Pung-Leung,2
12668,Yiu-Fai Lai,0
12677,Matthew Robbins,2
12678,Hal Barwood,0
12681,Eric Rattray,0
12682,Marc Sillam,2
12684,Eric Heumann,2
12685,Tony Lawson,2
12686,Deborah Brown,0
12687,Alan Cassie,2
12698,Bob Clark,2
12699,Jean Shepherd,2
12700,Paul Zaza,2
12701,Carl Zittrer,2
12702,Reginald H. Morris,2
12703,Stan Cole,2
12704,Reuben Freed,0
12705,Gavin Mitchell,0
12706,Mark S. Freeborn,2
12707,Mary E. McLeod,1
12708,Peter Billingsley,2
12714,Zack Ward,2
12718,Noël Coward,2
12720,Robert Krasker,2
12734,Friedrich Dürrenmatt,2
12737,Artur Brauner,2
12741,Hermann Haller,2
12754,Roland Pellegrino,0
12755,Jörg Reichl,0
12756,John D. Schofield,2
12757,Alisa Tager,0
12758,Noëlle Boisson,1
12759,Humphrey Dixon,2
12760,Gudrun Leyendecker,0
12761,Eddy Joseph,0
12762,Andreas Biegler,2
12770,Denis L. Stewart,2
12772,Rick Barker,0
12774,Deborah Moore,1
12775,Joe Fineman,0
12777,Lisa Van Cott,0
12778,M.K. Gleason,0
12780,Barbara Coston,0
12781,David Crockett,2
12782,Mark Bowden,2
12783,Ken Nolan,2
12785,Terry Needham,0
12786,Simon West,2
12787,Elli Griff,0
12788,David Murphy,0
12804,Peter Yates,2
12805,Stanford Sherman,0
12806,Geoffrey Helman,0
12807,Ted Mann,2
12808,Ron Silverman,2
12810,Norman Dorme,0
12824,Don Hahn,2
12825,Roger Cain,2
12832,Robert Rodat,2
12833,Edward Burns,2
12835,Vin Diesel,2
12840,John Badham,2
12841,Lawrence Lasker,2
12842,Leonard Goldberg,2
12843,Richard Hashimoto,2
12844,Harold Schneider,2
12845,Arthur B. Rubinstein,2
12846,William A. Fraker,2
12847,Wallis Nicita,0
12848,Jerry Wunderlich,2
12849,Barry Francis Delaney,2
12859,Steven Lisberger,2
12863,Ron W. Miller,0
12864,Bruce Logan,0
12865,Jeff Gourson,2
12869,John B. Mansbridge,0
12870,Al Roelofs,0
12871,Roger M. Shook,0
12881,Gary Goldman,2
12882,Buzz Feitshans,2
12885,Carlos Puente,0
12886,José Rodríguez Granada,0
12890,Pete Docter,2
12891,Joss Whedon,2
12892,Joel Cohen,2
12893,Alec Sokolow,0
12894,Bonnie Arnold,1
12895,Ed Catmull,0
12896,Ralph Guggenheim,2
12897,Steve Jobs,2
12898,Tim Allen,2
12899,Jim Varney,2
12905,Ash Brannon,2
12906,Rita Hsiao,1
12907,Doug Chamberlin,0
12908,Chris Webb,0
12909,Karen Robert Jackson,0
12910,Sarah McArthur,1
12911,Helene Plotkin,0
12912,Sharon Calahan,1
12913,Edie Bleiman,0
12914,David Ian Salter,2
12915,William Cone,0
12916,Jim Pearson,0
12920,David S. Ward,2
12922,Gary Foster,2
12923,Jane Bartelme,1
12926,Robert M. Reitano,2
12931,Rita Wilson,1
12936,Jim Abrahams,2
12939,Ira Newborn,2
12940,Michael Jablow,2
12942,Fern Champion,1
12945,Jeff Carson,0
12948,Conrad E. Palmisano,0
12952,Christopher Hampton,2
12954,Norma Heyman,1
12955,Hank Moonjean,2
12961,Gérard James,0
12962,Jon Turteltaub,2
12963,Lynn Siefert,1
12964,Michael Ritchie,2
12965,Tommy Swerdlow,2
12966,Michael Goldberg,2
12970,Bruce Green,0
12971,Chemin Sylvia Bernard,0
12972,Leslie Swan,0
12973,Stephen Marsh,2
12987,David Zucker,2
12988,Paul Michael Glaser,2
12989,Andrew Davis,2
12991,Pat Proft,2
12992,George Linder,2
12993,Tim Zinnemann,2
12994,Vassal Benford,2
12995,Marc Forster,2
12996,David Magee,2
12997,Richard N. Gladstein,2
12998,Nellie Bellflower,1
13000,Roberto Schaefer,2
13002,Allan Knee,2
13005,Matt Chesse,2
13008,Trisha Edwards,0
13009,Alexandra Byrne,1
13015,Phillip Noyce,2
13017,Hawk Koch,2
13019,Ira Levin,2
13030,Frank Ceglia,0
13031,Rocky Capella,0
13035,Ellen Lent,0
13040,Dana Gong,0
13050,Tim Monich,0
13061,David Rapaport,2
13063,Maureen Whalen,0
13064,Nina Henninger,1
13065,Sarah Kliban,0
13072,Scott Sandine,0
13075,Carolyn Crimley,0
13079,Gavin Hood,2
13081,Peter Fudakowski,2
13082,Paul Hepker,2
13083,Mark Kilian,2
13084,Lance Gewer,2
13085,Megan Gill,1
13086,Emilia Roux,0
13087,Mark Walker,2
13088,Nhlanhla Bhengu,0
13089,Nadia Kruger,0
13090,Pierre Vienings,0
13101,Ian Roberts,2
13102,Doug E. Williams,0
13115,Sean House,0
13140,Jerzy Zielinski,2
13145,Terry Wolcott,0
13152,Robin Mathews,1
13155,Wes Clowers,0
13156,Billy Scoles,0
13160,John Buckley,0
13165,Ezra Dweck,0
13166,Dino Dimuro,0
13168,Victoria Rose Sampson,0
13169,Bob Bowman,0
13170,Paul Flinchbaugh,0
13175,Zane D. Bruce,2
13177,Marc Fishman,2
13179,Tony Lamberti,0
13184,Erik Dehkhoda,0
13189,Steve Bowen,2
13192,Diane Macke,0
13194,Curtis Lindersmith,0
13195,Chris Edwards,0
13197,Chris Taft,0
13223,Jim Passon,0
13224,Andy Potvin,0
13225,Liza Richardson,0
13226,Steven M. Stern,0
13227,Jay Cassidy,2
13228,Lester Cohen,2
13229,Kevin Kennedy,0
13230,Frida Torresblanco,0
13233,Jason Kliot,2
13234,Joana Vicente,1
13235,Alexander Payne,0
13236,Jorge Vergara,0
13240,Mark Wahlberg,2
13245,Joel Negron,2
13246,Takio Yoshida,0
13247,Yohji Yamamoto,0
13248,Senji Horiuchi,0
13265,Franklin J. Schaffner,2
13267,Michael Wilson,2
13268,Rod Serling,2
13269,Arthur P. Jacobs,2
13270,Leon Shamroy,2
13273,Takefumi Yoshikawa,0
13284,Stanley Donen,2
13286,Adolph Green,2
13289,Adrienne Fazan,1
13290,Randall Duell,2
13292,Warren Newcombe,2
13293,Irving G. Ries,2
13294,Gene Kelly,2
13300,Alice Walker,1
13301,Quincy Jones,2
13302,Carole Isenberg,0
13304,J. Michael Riva,2
13306,Richard Alonzo,0
13308,Akosua Busia,1
13309,Oprah Winfrey,1
13317,Robert Bolt,2
13319,William N. Graf,0
13320,Robert Lennard,2
13321,John Box,2
13322,Buster Ambler,0
13323,Bob Jones,0
13336,W. Franke Harling,0
13338,Lee Garmes,2
13347,Armitage Trail,0
13348,Howard Hughes,2
13367,John Harrison,2
13371,Harry B. Miller III,2
13410,Roy Arbogast,0
13426,Peter Segal,2
13429,Robert LoCash,2
13432,James R. Symons,2
13433,Pamela Basker,0
13434,Bruce Crone,2
13435,Kathe Klopp,0
13436,Stephen Abrums,2
13443,Laura Albert,1
13445,Tia Carrere,1
13457,Thomas L. Fisher,0
13458,Joel Kramer,2
13469,Jon Bunker,2
13488,Graeme Clifford,2
13493,Colin Chilvers,0
13494,Wally Veevers,0
13499,Hans de Weers,2
13520,Aaron Sorkin,2
13521,William S. Gilmore,2
13522,Steven Nevius,2
13524,Christopher Guest,2
13551,Denise Cronenberg,1
13563,Norman Jewison,2
13569,MacKinlay Kantor,0
13570,Samuel Goldwyn,2
13571,Hugo Friedhofer,2
13572,Perry Ferguson,2
13574,Irene Sharaff,1
13575,Richard DeWeese,2
13581,Brian Levant,2
13582,Tom S. Parker,2
13583,Jim Jennewein,2
13584,Kent Beyda,2
13585,Nancy Nayor,1
13586,Christopher Burian-Mohr,0
13587,Nancy Patton,0
13588,Rosemary Brandenburg,1
13589,Rosanna Norton,1
13594,Joseph Barbera,2
13596,David Kirschner,2
13602,Joie Lee,1
13603,Cinqué Lee,2
13614,Deborah Kaplan,1
13615,Harry Elfont,0
13619,Bart Brown,0
13620,William Hanna,2
13621,Dennis E. Jones,2
13622,Jamie Anderson,0
13626,Jan Pascale,0
13628,Robert Turturice,0
13663,Robert Shaye,2
13664,John Burrows,0
13665,Stanley Dudelson,2
13667,Joseph Wolf,2
13668,Sara Risher,1
13669,Charles Bernstein,2
13670,Jacques Haitkin,0
13672,Patrick McMahon,2
13673,Rick Shaine,2
13674,Annette Benson,1
13675,Gregg Fonseca,2
13677,Anne H. Ahrens,1
13678,Dana Lyman,0
13718,Walter Coblenz,2
13721,Robert L. Wolfe,2
13722,Alan Shayne,2
13723,George Gaines,2
13745,Ravi Shankar,2
13776,John Frankenheimer,2
13782,Fernando Carrere,2
13809,Russell Metty,2
13810,George Hively,2
13833,Elías Querejeta,0
13838,Jean Rabasse,0
13839,Aline Bonetto,0
13848,Charlie Chaplin,2
13855,Al Ernest Garcia,2
13864,Cary Odell,2
13867,Larry Jost,0
13887,Otto Hunte,0
13899,G.W. Pabst,2
13900,Frank Wedekind,0
13901,Ladislaus Vajda,0
13902,Seymour Nebenzal,0
13903,Andrej Andrejew,0
13918,Elizabeth Hurley,1
13920,Mimi Rogers,1
13927,Kurt Wimmer,2
13928,Beau St. Clair,1
13929,Roger Paradiso,2
13930,Bruce Moriarty,2
13931,Tom Priestley Jr.,0
13932,Patricia McCorkle,1
13933,Dennis Bradford,2
13942,Del Armstrong,2
13944,Walter Goss,0
13973,Christian Nyby,2
13980,Vincente Minnelli,2
13986,Jack Dawn,0
14002,Boris Pasternak,0
14003,Arvid Griffen,0
14004,Norman Savage,2
14005,Gil Parrondo,0
14006,Dario Simoni,0
14007,Phyllis Dalton,1
14009,Eddie Fowlie,2
14010,William Steinkamp,0
14019,Carter DeHaven,2
14020,Roland Totheroh,2
14021,Willard Nico,2
14022,J. Russell Spencer,2
14036,Dawn Hoggatt,1
14039,Cynthia Kay Charette,1
14040,Dan Olexiewicz,2
14041,Bob Kensinger,0
14042,Deena Appel,1
14043,Kylie Bell,0
14045,Dorian Cheah,0
14046,Danny Cangemi,0
14047,Richard Ratliff,0
14048,Thomas Love,0
14049,Bud Davis,2
14050,Jay Caputo,2
14054,Philip D'Antoni,2
14055,Robert E. Relyea,2
14056,Emile LaVigne,0
14059,Sass Bedig,0
14086,Sajid Khan,2
14089,Dale Launer,2
14093,Jonathan D. Krane,2
14094,Harry Stradling Jr.,2
14096,Nancy Klopper,1
14098,Carl Biddiscombe,0
14099,Tracy Tynan,1
14100,Roy L. Downey,0
14132,Nicolas Roeg,2
14138,Pino Donaggio,2
14139,Anthony B. Richmond,2
14141,Miriam Brickman,1
14145,Rodney Holland,0
14172,Michael McCullers,2
14189,Debra Neil-Fisher,1
14192,Michèle Burke,0
14193,Keith Marbory,0
14194,David D. Johnson,0
14196,Agnès Godard,1
14197,Clay Boss,0
14228,Auguste Le Breton,0
14229,René Wheeler,0
14250,Peter George,2
14251,Leon Minoff,0
14252,Laurie Johnson,0
14255,Maurice Richlin,2
14268,Massimo Dallamano,2
14283,Louis Silvers,2
14322,David Sanborn,2
14335,Alexander B. Collett,0
14336,Michael Klastorin,0
14337,Jennie Lew Tugend,1
14339,Robert Brown,2
14340,Battle Davis,0
14341,Greg Papalia,2
14342,Richard C. Goddard,2
14346,Channing Gibson,0
14348,Lauri Gaffin,0
14349,David F. Klassen,2
14350,Richard F. Mays,2
14351,Roque Baños,0
14352,Ha Nguyen,1
14354,Stefan Zweig,2
14355,William Dozier,2
14356,Daniele Amfitheatrof,2
14367,T.E. Lawrence,0
14368,Robert A. Harris,2
14376,Greg Hayden,2
14377,Juel Bestrop,1
14378,Drew Boughton,0
14381,Robin Beauchesne,0
14382,George H. Anderson,0
14383,Thomas Bartke,0
14385,Charlie Brewer,2
14386,Beyoncé Knowles,1
14392,Kathryn Bigelow,1
14393,Jay Cocks,2
14407,Matt LeBlanc,2
14409,David Schwimmer,2
14431,Joseph F. Biroc,2
14433,Ward Preston,0
14436,Edwin Butterworth,0
14438,Henry Bergman,2
14440,Joan Phillips,0
14441,Maurice Vaccarino,0
14442,Mike Higelmire,0
14443,Clancy T. Troutman,0
14444,Robert Blalack,0
14445,Leigh Walsh,0
14446,Henry Blanke,2
14456,Robert Paynter,2
14457,Malcolm Campbell,2
14458,Robin Grantham,0
14459,John Poyner,0
14460,Martin Gutteridge,0
14461,Roy Alon,0
14474,Gaston Leroux,2
14478,Charles Van Enger,2
14491,Robert Lawrence,2
14492,Eric Orbom,2
14493,Bill Thomas,2
14495,Larry Germain,2
14498,Bud Westmore,0
14499,Ronald Pierce,2
14520,John Sturges,2
14522,Louis Morheim,0
14523,Walter Mirisch,2
14526,Daniel C. Striepeke,2
14536,Victor J. Kemper,2
14538,Don Phillips,2
14539,Charles Bailey,2
14540,Douglas Higgins,2
14566,Alexander Mackendrick,2
14568,James Hill,0
14569,James Wong Howe,2
14587,Heinrich Harrer,2
14588,Becky Johnston,1
14589,Hoang Thanh At,0
14590,Enrico Sabbatini,0
14597,Gaspar Noé,2
14598,Thomas Bangalter,0
14599,Benoît Debie,0
14600,Jacques Grant,0
14601,Alain Juteau,0
14602,Laure Culkovic,0
14605,Marc Boucrot,0
14608,John Warnke,2
14609,Kara Lindstrom,1
14623,Michael Kranz,2
14639,Mel Brooks,2
14640,Thomas Meehan,2
14641,Ronny Graham,2
14642,Nick McLean,0
14646,Lamar Trotti,2
14647,Cyril J. Mockridge,2
14648,Arthur C. Miller,0
14651,Alfred Bruzlin,0
14652,John Franco Jr.,2
14653,Ken Diaz,2
14654,Robert Latham Brown,2
14657,Sandina Bailo-Lape,0
14660,Peter Albiez,0
14662,Craig Boyajian,0
14663,Dick Warlock,0
14667,Mike Washlake,0
14674,George Cukor,0
14676,Donald Ogden Stewart,2
14677,Waldo Salt,2
14678,Joseph Ruttenberg,2
14679,Frank Sullivan,2
14681,Sydney Guilaroff,0
14687,J.M. Barrie,0
14692,Nick Castle,2
14693,Malia Scotch Marmo,0
14694,Gary Adelson,2
14695,Craig Baumgarten,2
14696,Dodi Fayed,0
14697,Michael Hirshenson,2
14709,Murray Salem,0
14710,Herschel Weingrod,2
14711,Timothy Harris,2
14712,Randy Edelman,0
14713,Ken Chase,2
14714,Peggy Semtob,0
14715,Gordon A. Webb,0
14716,Kathy Durning,1
14717,Tom McCarthy Jr.,0
14719,William Aldridge,0
14720,David Balcorta,0
14724,Richard Condon,2
14744,Rudyard Kipling,2
14745,Russell Lloyd,2
14746,Boaty Boatwright,0
14748,George Frost,0
14750,Patricia McDermott,0
14753,David Siegel,2
14757,David Bloch,2
14761,Oana Bogdan,0
14762,Robert Woodruff,2
14763,Katalin Elek,0
14764,Christopher Assells,0
14765,Per Hallberg,0
14766,John S. Baker,0
14767,Clay Pinney,0
14768,Alessandra Carlino,0
14771,R.A. Rondell,0
14773,Don Siegel,2
14774,Harry Julian Fink,2
14776,Dean Riesner,2
14777,Robert Daley,0
14779,Dale Hennesy,2
14780,Robert De Vestel,2
14793,Herbert Cardwell,0
14824,Charles MacArthur,2
14825,Jennings Lang,2
14826,James W. Payne,0
14827,Burton Miller,0
14828,Robert Martin,0
14829,Robert L. Hoyt,0
14838,James Bridges,2
14843,James Crabe,2
14844,David Rawlins,2
14845,Sally Dennison,0
14850,Daniel Valdez,0
14855,Frank Borzage,2
14863,Lloyd Knechtel,0
14875,Robert Rossen,2
14876,Sidney Carroll,0
14877,Walter Tevis,2
14878,Harry Horner,2
14879,Gene Callahan,2
14880,Dick Vorisek,0
14881,Herbert Holcombe,0
14887,Paddy Considine,2
14895,Barry Spikings,2
14897,John Peverall,0
14901,May Routh,0
14906,Cliff Hollingsworth,2
14911,Penny Marshall,1
14912,Diane Kerbel,0
14913,Peter Grundy,2
14914,Dan Yarhi,0
14915,Gordon Sim,2
14917,Hazel Gordon,0
14919,Burton J. LeBlanc,0
14923,Laird McMurray,0
14924,Mark O. Forker,0
14926,Rob Bell,0
14929,Edgar J. Scherick,2
14930,John Addison,2
14931,Richard Marden,2
14941,David Zelag Goodman,0
14942,Daniel Melnick,2
14944,John Coquillon,2
14957,Colin Welland,0
14960,Bert Glennon,2
14961,Otho Lovering,2
14962,Dorothy Spencer,1
14964,Frank Maher,2
14971,James M. Cain,2
14973,Bertram C. Granger,0
14994,Paul Lazarus III,2
14995,Alan Myerson,2
14999,George A. Romero,2
15000,Richard P. Rubinstein,2
15002,Dean Parisot,2
15003,David Howard,2
15004,Charles Newirth,0
15005,Don Zimmerman,2
15006,James Nedza,2
15009,Justin Theroux,2
15014,Peter Jamison,0
15015,Amy Stofsky,0
15016,Ric McElvin,2
15017,Bill Corso,2
15018,J.J. George,0
15020,Jim Reardon,0
15021,William N. Greene III,2
15022,Mat Beck,0
15023,David S. Dranitzke,0
15024,Andy Armstrong,0
15026,James Armstrong,0
15045,Michael Lembeck,2
15056,Michael Gornick,2
15082,Jeppe Kaas,0
15084,Anders Villadsen,0
15089,Jim Booth,2
15090,Alun Bollinger,0
15109,Lisa Roberts Gillan,1
15111,Jean-Claude Van Damme,2
15115,Stefan Ruzowitzky,2
15117,Peter von Haller,2
15131,Giuseppe Rotunno,2
15148,Jon Amiel,2
15149,Sarah Kernochan,1
15150,Maggie Wilde,0
15153,Wendell Wellman,2
15175,William Friedkin,0
15176,Robin Moore,2
15177,Don Ellis,2
15178,Jimmy Webb,0
15181,Ben Kasazkow,0
15182,Edward Garzero,0
15186,Bill Hickman,2
15191,Tonino Guerra,0
15193,Herbie Hancock,2
15194,Carlo Di Palma,2
15207,L.M. Kit Carson,2
15208,Keith Addis,2
15217,Zack Snyder,2
15218,James Gunn,2
15219,Marc Abraham,2
15220,Eric Newman,2
15221,Tyler Bates,2
15222,Arvinder Grewal,0
15223,Steve Shewchuk,2
15224,Michael MacDonald,0
15225,Darrell Hall,0
15226,Scott Hecker,0
15227,Sharon Smith Holley,0
15229,John Stoneham Jr.,0
15230,Nick Alachiotis,0
15244,Ehren Kruger,2
15245,Tom Gorai,2
15246,Marc Samuelson,2
15247,Peter Samuelson,2
15248,Ted Tannebaum,2
15277,Jon Favreau,2
15282,Matt Battaglia,2
15287,Niki Caro,1
15288,Witi Ihimaera,0
15289,John Barnett,2
15290,Leon Narbey,2
15291,David Coulson,2
15292,Tim Sanders,2
15303,Frank Hübner,2
15304,W. Peter Iliff,0
15305,Rick King,2
15306,Peter Abrams,2
15307,Robert L. Levy,2
15308,Sharon Boyle,1
15309,Lori Petty,1
15312,Bruce Geller,2
15314,Jirí Farkas,0
15315,Ellen Segal,0
15316,Ian Wingrove,0
15317,Alexandra Altrocchi,0
15318,Keith Campbell,2
15325,Tony Ciccone,2
15326,Gregory Apps,2
15327,Nathan Crowley,2
15328,Kevin Kavanaugh,0
15329,Lizzy Gardiner,1
15330,Paul Pattison,2
15331,Bryan Bowen,0
15332,Mark P. Stoeckinger,0
15333,R. Bruce Steinheimer,0
15334,Larry Bafia,0
15335,Brian Smrz,2
15337,John Polson,2
15344,J.J. Abrams,2
15345,Alex Kurtzman,2
15346,Roberto Orci,2
15347,Michael Giacchino,2
15348,Daniel Mindel,0
15349,Maryann Brandon,1
15350,Mary Jo Markey,1
15351,Scott Chambliss,2
15352,Karen Manthey,1
15353,Warren Hanneman,0
15354,Stephen M. Davis,2
15355,Daniel Acon,0
15356,Daniel Sudick,0
15357,Nina Fallon,0
15358,Vic Armstrong,2
15359,Wade Allen,0
15361,Josef Rusnak,2
15362,Daniel F. Galouye,2
15363,Ravel Centeno-Rodriguez,0
15364,Ute Emmerich,1
15365,Kelly Van Horn,1
15366,Marco Weber,2
15367,Wedigo von Schultzendorff,2
15368,Frank Bollinger,2
15378,Carol Reed,2
15379,Graham Greene,2
15406,Bill Lancaster,2
15407,Stuart Cohen,0
15408,Wilbur Stark,0
15409,Anita Dann,0
15410,Henry Larrecq,2
15426,Laura Rosenthal,1
15427,Bob Ziembicki,2
15428,Ted Berner,2
15430,Scott W. Farley,0
15431,Neal Martz,0
15432,Robert Hein,2
15433,Magdaline Volaitis,0
15434,Lou Carlucci,0
15435,Randall Balsmeyer,2
15436,Jon Farhat,0
15438,Erik Stabenau,2
15445,Alan Howarth,2
15447,Jim Lucas,0
15448,Cloudia Rebar,0
15487,Erica Ulland,1
15488,Ken Loach,2
15489,Don Behrns,2
15490,Paul Laverty,2
15491,Rebecca O'Brien,1
15492,William L. Stevenson,2
15493,Barry Ackroyd,2
15494,Conrad Rothmann,0
15495,Jonathan Morris,2
15496,James Winburn,2
15508,Nancy Stephens,1
15512,Fergus Clegg,0
15514,Michael Higgins,0
15520,Bill Lee,0
15521,Ernest R. Dickerson,2
15522,Robi Reed,0
15523,Steve Rosse,2
15524,Ruth E. Carter,1
15525,Matiki Anoff,0
15526,Larry M. Cherry,0
15527,Tony Martinez,2
15528,Steven Kirshoff,0
15529,Eddie Smith,2
15530,Andy Duppin,0
15531,Ossie Davis,2
15539,Shawn Slovo,0
15540,Robyn Slovo,0
15541,Melinda Launspach,1
15542,Reza Levy,0
15554,Christopher Priest,2
15557,Bill Condon,2
15558,Tom Eyen,0
15559,Tobias A. Schliessler,2
15560,Virginia Katz,1
15571,Henry Krieger,2
15572,Tomas Voth,2
15573,Sharen Davis,1
15585,Trevor Haysom,0
15588,Jennifer Kernke,1
15589,Kirsty Cameron,1
15602,Fernando León de Aranoa,2
15604,Nacho Ruiz Capillas,2
15606,Llorenç Miquel,0
15607,Jaume Roures,2
15663,Joseph Sargent,2
15672,Nadia Tass,0
15693,John Crawford,2
15726,Christine Langan,1
15727,Tracey Seaward,1
15728,Andy Harries,2
15729,Cameron McCracken,2
15730,Peter Morgan,2
15731,Lucia Zucchetti,1
15732,Alan MacDonald,2
15733,Tina Jones,1
15734,Consolata Boyle,1
15749,Robert Hamner,2
15756,Brad Weston,2
15758,Queen Latifah,1
15768,Tim Nordquist,0
15769,Yujin Ito,0
15770,Ben Sanders,0
15774,Chris Buck,0
15775,Kevin Lima,2
15776,Edgar Rice Burroughs,2
15778,Brian Pimental,2
15779,Gregory Perler,2
15780,Dan St. Pierre,0
15783,Harlan Ellison,2
15795,Harley Peyton,0
15801,Jerry Stahl,2
15802,Gregg Fienberg,2
15806,Jonathan P. Shaw,2
15810,Ron Clements,2
15811,John Musker,2
15812,Roger Allers,2
15813,Alan Menken,2
15814,Mark A. Hester,2
15815,H. Lee Peterson,2
15817,Bill Perkins,2
15818,Alice Dewey,0
15821,Dorse A. Lanpher,0
15840,Pasquale Buba,2
15841,William Goldenberg,0
15842,Dov Hoenig,0
15843,Margie Stone McShirley,1
15845,John Caglione Jr.,0
15846,Vera Mitchell,0
15847,Terry D. Frazee,0
15849,Neil Krepela,0
15857,James Booth,2
15858,Tim Hunter,2
